region,region_code,period,all_providers,all_primary_care_providers,all_physicians,all_primary_care_physicians,all_nurse_practitioners,all_primary_care_nurse_practitioners,all_physician_assistants,all_primary_care_physician_assistants
Michigan,MI,2012,50,33,43,27,2,2,4,4
Michigan,MI,2012,66,41,43,25,6,6,16,10
Michigan,MI,2012,18,15,10,8,2,1,6,6
Michigan,MI,2012,226,100,185,78,18,12,23,10
Michigan,MI,2012,4,5,4,4,1,1,0,0
Michigan,MI,2012,163,82,144,68,14,8,6,6
Michigan,MI,2012,116,69,82,42,11,9,22,18
Michigan,MI,2012,15,15,8,8,3,3,4,4
Michigan,MI,2012,420,209,332,156,29,23,59,30
Michigan,MI,2012,76,50,52,30,9,6,15,14
Michigan,MI,2012,3837,1608,3473,1448,166,74,198,86
Michigan,MI,2012,27,23,18,15,5,4,4,4
Michigan,MI,2012,62,26,44,16,10,6,8,4
Michigan,MI,2012,8,6,6,5,1,1,0,0
Michigan,MI,2012,28,21,18,11,6,6,4,4
Michigan,MI,2012,5,5,1,1,4,4,0,0
Michigan,MI,2012,78,34,58,23,8,6,12,5
Michigan,MI,2012,397,220,306,154,50,40,41,26
Michigan,MI,2012,7,7,3,3,2,2,2,2
Michigan,MI,2012,24,23,11,10,10,10,3,3
Michigan,MI,2012,550,240,453,180,62,40,36,20
Michigan,MI,2012,317,134,274,109,20,12,22,13
Michigan,MI,2012,81,56,63,38,10,10,8,8
Michigan,MI,2012,53,29,43,21,6,6,4,2
Michigan,MI,2012,12,10,8,6,0,0,4,4
Michigan,MI,2012,89,56,67,40,8,6,13,10
Michigan,MI,2012,43,31,30,21,6,6,7,4
Michigan,MI,2012,94,69,65,45,13,12,16,12
Michigan,MI,2012,1907,531,1696,457,121,60,90,14
Michigan,MI,2012,4338,1844,3949,1643,214,125,175,76
Michigan,MI,2012,92,38,77,29,7,5,8,4
Minnesota,MN,2012,35,21,27,15,7,6,0,0
Minnesota,MN,2012,573,272,450,210,65,33,58,29
Minnesota,MN,2012,55,32,39,25,7,4,9,3
Minnesota,MN,2012,82,44,64,36,9,4,8,4
Minnesota,MN,2012,3,3,1,1,2,2,0,0
Minnesota,MN,2012,13,14,8,8,4,4,2,2
Minnesota,MN,2012,216,86,153,61,34,17,29,8
Minnesota,MN,2012,52,36,44,27,6,6,3,3
Minnesota,MN,2012,49,45,40,36,8,7,2,2
Minnesota,MN,2012,153,93,129,78,12,9,13,6
Minnesota,MN,2012,38,36,24,23,9,8,6,5
Minnesota,MN,2012,18,15,14,10,4,4,1,1
Minnesota,MN,2012,81,45,67,36,8,7,6,2
Minnesota,MN,2012,38,26,25,18,7,4,6,4
Minnesota,MN,2012,8,8,4,4,4,4,0,0
Minnesota,MN,2012,6,6,5,5,1,1,0,0
Minnesota,MN,2012,33,17,26,11,6,6,1,0
Minnesota,MN,2012,161,81,130,71,23,8,8,2
Minnesota,MN,2012,610,350,498,282,52,28,61,40
Minnesota,MN,2012,10,10,8,8,1,1,1,1
Minnesota,MN,2012,112,43,96,36,7,5,9,2
Minnesota,MN,2012,22,15,13,8,5,5,4,2
Minnesota,MN,2012,11,10,8,8,0,0,2,2
Minnesota,MN,2012,39,26,30,18,6,5,3,3
Minnesota,MN,2012,106,57,70,35,16,12,20,10
Minnesota,MN,2012,8,8,3,3,3,3,2,2
Minnesota,MN,2012,4281,1550,3639,1265,395,203,247,82
Minnesota,MN,2012,14,13,10,8,5,5,0,0
Minnesota,MN,2012,37,21,30,15,2,1,5,5
Minnesota,MN,2012,71,34,61,33,5,1,5,0
Minnesota,MN,2012,70,50,51,34,14,11,6,5
Minnesota,MN,2012,10,10,5,5,4,4,1,1
Minnesota,MN,2012,18,13,12,7,4,4,2,2
Minnesota,MN,2012,108,54,93,46,6,3,9,5
Minnesota,MN,2012,7,7,3,3,1,1,3,3
Minnesota,MN,2012,12,10,9,7,2,1,2,2
Minnesota,MN,2012,9,9,5,5,3,3,1,1
Minnesota,MN,2012,8,8,8,7,0,0,1,1
Minnesota,MN,2012,4,4,3,3,1,1,0,0
Minnesota,MN,2012,14,9,13,8,1,1,0,0
Minnesota,MN,2012,8,7,3,2,3,3,2,2
Minnesota,MN,2012,53,34,41,24,6,5,6,5
Minnesota,MN,2012,71,49,58,38,5,5,8,6
Minnesota,MN,2012,6,6,4,4,2,2,0,0
Minnesota,MN,2012,4,4,2,2,2,2,0,0
Minnesota,MN,2012,62,35,45,20,10,10,6,5
Minnesota,MN,2012,20,18,12,10,6,6,2,2
Minnesota,MN,2012,57,40,46,30,0,0,11,10
Minnesota,MN,2012,45,26,32,19,2,2,10,5
Minnesota,MN,2012,33,17,28,14,3,2,2,1
Minnesota,MN,2012,10,8,6,4,2,2,2,2
Minnesota,MN,2012,35,29,28,22,5,5,2,2
Minnesota,MN,2012,41,25,34,22,5,2,3,1
Minnesota,MN,2012,8,8,4,4,2,2,2,2
Minnesota,MN,2012,1436,213,1335,182,54,23,47,8
Minnesota,MN,2012,86,55,63,36,16,13,8,6
Minnesota,MN,2012,32,23,26,19,4,3,2,1
Minnesota,MN,2012,17,14,11,8,5,5,1,1
Minnesota,MN,2012,13,9,10,7,1,0,2,2
Minnesota,MN,2012,54,34,37,19,6,6,11,9
Minnesota,MN,2012,10,8,8,6,2,2,0,0
Minnesota,MN,2012,1489,602,1246,499,161,69,83,34
Minnesota,MN,2012,4,3,2,2,0,0,1,1
Minnesota,MN,2012,17,14,14,12,2,2,0,0
Minnesota,MN,2012,19,15,13,9,1,1,5,5
Minnesota,MN,2012,120,70,97,54,16,12,8,4
Minnesota,MN,2012,14,9,12,8,1,1,0,0
Minnesota,MN,2012,20,16,14,10,3,3,3,3
Minnesota,MN,2012,785,294,622,228,116,48,46,18
Minnesota,MN,2012,118,80,97,61,8,7,14,12
Minnesota,MN,2012,72,50,49,32,10,8,12,10
Minnesota,MN,2012,16,14,12,10,2,2,2,2
Minnesota,MN,2012,603,253,474,191,58,35,71,27
Minnesota,MN,2012,55,38,46,31,4,3,4,4
Minnesota,MN,2012,26,15,21,11,2,2,2,2
Minnesota,MN,2012,8,7,4,4,3,3,0,0
Minnesota,MN,2012,46,35,30,22,5,3,11,10
Minnesota,MN,2012,4,3,1,1,2,2,0,0
Minnesota,MN,2012,25,24,15,14,6,6,4,4
Minnesota,MN,2012,25,19,16,10,4,4,5,5
Minnesota,MN,2012,16,12,13,10,1,1,2,1
Minnesota,MN,2012,470,252,383,221,28,19,59,12
Minnesota,MN,2012,8,8,4,4,3,3,1,1
Minnesota,MN,2012,7,3,7,3,0,0,0,0
Minnesota,MN,2012,58,35,46,26,8,7,4,2
Minnesota,MN,2012,132,93,105,67,8,8,19,18
Minnesota,MN,2012,16,14,13,11,2,2,1,1
Mississippi,MS,2012,70,40,54,26,15,13,1,1
Mississippi,MS,2012,118,45,85,26,30,18,2,1
Mississippi,MS,2012,7,7,3,3,4,4,0,0
Mississippi,MS,2012,17,15,13,11,3,3,1,1
Mississippi,MS,2012,3,3,1,1,2,2,0,0
Mississippi,MS,2012,44,32,31,20,13,12,0,0
Mississippi,MS,2012,8,8,5,5,3,3,0,0
Mississippi,MS,2012,2,2,0,0,2,2,0,0
Mississippi,MS,2012,23,20,15,12,8,8,0,0
Mississippi,MS,2012,4,4,3,3,1,1,0,0
Mississippi,MS,2012,11,11,5,5,6,6,0,0
Mississippi,MS,2012,10,7,7,4,3,3,0,0
Mississippi,MS,2012,25,19,19,13,6,6,0,0
Mississippi,MS,2012,58,32,44,22,14,10,0,0
Mississippi,MS,2012,19,16,13,11,6,5,0,0
Mississippi,MS,2012,26,21,14,10,11,11,0,0
Mississippi,MS,2012,216,112,168,76,44,34,4,2
Mississippi,MS,2012,232,88,193,67,32,21,7,0
Mississippi,MS,2012,9,9,4,4,5,5,0,0
Mississippi,MS,2012,26,16,21,10,6,6,0,0
Mississippi,MS,2012,8,8,2,2,6,6,0,0
Mississippi,MS,2012,52,32,36,19,13,13,2,0
Mississippi,MS,2012,55,32,40,20,16,12,0,0
Mississippi,MS,2012,495,183,395,135,81,45,20,3
Mississippi,MS,2012,1221,330,1052,256,165,72,4,2
Mississippi,MS,2012,18,19,10,10,9,9,0,0
Mississippi,MS,2012,10,8,6,4,4,4,0,0
Mississippi,MS,2012,0,0,0,0,0,0,0,0
Mississippi,MS,2012,19,19,7,7,12,12,0,0
Mississippi,MS,2012,273,109,224,82,36,23,14,4
Mississippi,MS,2012,11,11,5,5,6,6,0,0
Mississippi,MS,2012,7,7,5,5,2,2,0,0
Mississippi,MS,2012,9,7,4,4,4,3,0,0
Mississippi,MS,2012,145,78,107,51,37,26,1,1
Mississippi,MS,2012,5,4,2,1,3,3,0,0
Mississippi,MS,2012,124,58,98,38,25,19,2,1
Mississippi,MS,2012,244,93,193,59,50,34,1,0
Mississippi,MS,2012,284,110,224,78,56,30,4,2
Mississippi,MS,2012,13,9,8,6,5,3,0,0
Mississippi,MS,2012,20,15,12,7,8,8,0,0
Mississippi,MS,2012,350,117,273,76,74,41,2,0
Mississippi,MS,2012,68,31,57,23,11,8,0,0
Mississippi,MS,2012,46,27,34,18,12,9,0,0
Mississippi,MS,2012,125,48,90,30,34,18,0,0
Mississippi,MS,2012,132,78,106,56,24,20,2,2
Mississippi,MS,2012,27,24,19,16,8,8,0,0
Mississippi,MS,2012,21,19,8,6,13,13,0,0
Mississippi,MS,2012,44,30,34,21,10,9,0,0
Mississippi,MS,2012,10,9,6,4,5,5,0,0
Mississippi,MS,2012,32,25,22,16,10,9,0,0
Mississippi,MS,2012,26,19,12,8,14,11,0,0
Mississippi,MS,2012,12,12,4,4,8,8,0,0
Mississippi,MS,2012,69,39,56,29,14,10,0,0
Mississippi,MS,2012,38,22,29,13,9,9,0,0
Mississippi,MS,2012,45,34,28,20,16,13,1,1
Mississippi,MS,2012,11,9,5,4,5,5,0,0
Mississippi,MS,2012,99,37,80,24,19,13,0,0
Mississippi,MS,2012,21,18,13,10,8,8,0,0
Mississippi,MS,2012,41,36,17,14,24,22,0,0
Mississippi,MS,2012,3,3,1,1,2,2,0,0
Mississippi,MS,2012,339,149,283,121,54,27,3,1
Mississippi,MS,2012,30,29,14,14,15,15,0,0
Mississippi,MS,2012,5,5,3,3,2,2,0,0
Mississippi,MS,2012,18,15,15,13,2,2,0,0
Mississippi,MS,2012,6,5,4,4,1,1,0,0
Mississippi,MS,2012,22,13,14,8,6,3,2,2
Mississippi,MS,2012,37,28,20,12,17,16,0,0
Mississippi,MS,2012,5,5,2,2,3,3,0,0
Mississippi,MS,2012,20,19,13,12,7,7,0,0
Mississippi,MS,2012,21,18,9,7,12,11,0,0
Mississippi,MS,2012,24,23,11,10,13,13,0,0
Mississippi,MS,2012,8,7,6,5,2,2,0,0
Mississippi,MS,2012,49,28,37,18,10,9,2,1
Mississippi,MS,2012,14,10,9,5,4,4,1,1
Mississippi,MS,2012,78,41,63,29,14,11,1,1
Mississippi,MS,2012,93,48,66,28,27,20,0,0
Mississippi,MS,2012,13,9,10,7,3,2,0,0
Mississippi,MS,2012,11,10,7,6,4,4,0,0
Mississippi,MS,2012,8,7,5,4,3,3,0,0
Mississippi,MS,2012,13,8,8,4,4,4,0,0
Mississippi,MS,2012,10,10,4,4,6,6,0,0
Mississippi,MS,2012,14,12,9,7,4,4,1,1
Missouri,MO,2012,98,49,83,38,14,10,1,1
Missouri,MO,2012,4,4,2,2,2,2,0,0
Missouri,MO,2012,24,9,19,4,5,5,0,0
Missouri,MO,2012,57,31,46,22,10,8,1,1
Missouri,MO,2012,36,24,25,16,9,6,2,2
Missouri,MO,2012,14,11,11,8,3,3,0,0
Missouri,MO,2012,18,16,10,8,6,6,2,2
Missouri,MO,2012,15,14,11,10,4,4,0,0
Missouri,MO,2012,3,2,2,1,1,1,0,0
Missouri,MO,2012,844,250,741,215,83,31,20,4
Missouri,MO,2012,269,99,211,67,54,32,4,0
Missouri,MO,2012,134,63,112,47,22,16,1,0
Missouri,MO,2012,5,5,3,3,2,2,0,0
Missouri,MO,2012,22,19,17,14,3,3,2,2
Missouri,MO,2012,86,42,78,37,6,5,2,0
Missouri,MO,2012,365,128,293,89,60,36,13,3
Missouri,MO,2012,9,5,6,2,2,2,1,1
Missouri,MO,2012,4,5,2,2,3,3,0,0
Missouri,MO,2012,78,44,62,32,16,12,0,0
Missouri,MO,2012,15,13,10,8,3,3,2,2
Missouri,MO,2012,6,6,3,3,3,3,0,0
Missouri,MO,2012,42,41,30,29,8,8,4,4
Missouri,MO,2012,4,4,4,4,0,0,0,0
Missouri,MO,2012,602,232,518,191,72,39,12,2
Missouri,MO,2012,24,16,20,12,4,4,0,0
Missouri,MO,2012,231,91,207,77,20,14,4,0
Missouri,MO,2012,12,10,10,7,3,3,0,0
Missouri,MO,2012,21,18,11,8,10,10,0,0
Missouri,MO,2012,7,7,5,5,2,2,0,0
Missouri,MO,2012,11,10,4,4,6,6,0,0
Missouri,MO,2012,9,9,5,5,3,3,1,1
Missouri,MO,2012,5,5,2,2,2,2,1,1
Missouri,MO,2012,18,11,14,7,3,3,1,1
Missouri,MO,2012,10,10,6,6,3,3,1,1
Missouri,MO,2012,60,40,45,29,11,9,3,2
Missouri,MO,2012,191,100,154,71,34,28,2,1
Missouri,MO,2012,19,17,15,13,2,2,2,2
Missouri,MO,2012,12,10,10,8,1,1,1,1
Missouri,MO,2012,1066,376,867,298,121,60,78,18
Missouri,MO,2012,32,9,28,5,4,4,0,0
Missouri,MO,2012,9,7,5,3,3,3,1,1
Missouri,MO,2012,42,21,35,17,6,4,0,0
Missouri,MO,2012,8,7,5,4,3,3,0,0
Missouri,MO,2012,2,2,1,1,1,1,0,0
Missouri,MO,2012,4,4,3,3,1,1,0,0
Missouri,MO,2012,106,52,77,34,24,14,6,4
Missouri,MO,2012,9,7,6,5,2,2,0,0
Missouri,MO,2012,1942,698,1659,567,258,124,26,7
Missouri,MO,2012,374,151,308,122,58,29,9,0
Missouri,MO,2012,143,77,112,57,29,20,2,0
Missouri,MO,2012,74,38,65,28,10,10,0,0
Missouri,MO,2012,4,4,2,2,1,1,1,1
Missouri,MO,2012,57,33,44,25,6,6,6,2
Missouri,MO,2012,29,24,19,14,10,10,0,0
Missouri,MO,2012,53,37,40,25,12,12,0,0
Missouri,MO,2012,6,6,4,4,2,2,0,0
Missouri,MO,2012,34,23,26,16,8,6,1,1
Missouri,MO,2012,20,19,16,15,4,4,0,0
Missouri,MO,2012,46,14,42,11,4,3,0,0
Missouri,MO,2012,15,14,8,8,6,6,0,0
Missouri,MO,2012,14,10,9,7,4,2,1,1
Missouri,MO,2012,22,13,17,8,5,5,0,0
Missouri,MO,2012,4,4,3,3,1,1,0,0
Missouri,MO,2012,102,36,90,30,10,6,1,0
Missouri,MO,2012,1,1,1,1,0,0,0,0
Missouri,MO,2012,10,9,9,8,1,1,0,0
Missouri,MO,2012,9,9,8,8,1,1,0,0
Missouri,MO,2012,7,7,6,6,1,1,0,0
Missouri,MO,2012,5,4,2,2,2,2,0,0
Missouri,MO,2012,7,7,4,4,3,3,0,0
Missouri,MO,2012,10,10,9,8,2,2,0,0
Missouri,MO,2012,13,12,6,6,4,4,2,2
Missouri,MO,2012,20,16,15,11,6,5,0,0
Missouri,MO,2012,38,18,34,14,4,4,0,0
Missouri,MO,2012,2,2,0,0,2,2,0,0
Missouri,MO,2012,4,3,3,3,0,0,0,0
Missouri,MO,2012,6,6,4,4,1,1,1,1
Missouri,MO,2012,28,24,19,15,8,8,1,1
Missouri,MO,2012,27,20,21,14,6,6,0,0
Missouri,MO,2012,67,45,53,33,12,10,2,2
Missouri,MO,2012,130,68,99,47,24,16,7,5
Missouri,MO,2012,17,11,13,7,4,4,0,0
Missouri,MO,2012,118,57,97,44,18,12,4,1
Missouri,MO,2012,70,30,51,20,12,7,7,3
Missouri,MO,2012,39,34,32,27,6,6,2,1
Missouri,MO,2012,2,1,1,0,1,1,0,0
Missouri,MO,2012,2,2,2,2,0,0,0,0
Missouri,MO,2012,34,22,32,19,3,3,0,0
Missouri,MO,2012,13,11,10,8,3,3,0,0
Missouri,MO,2012,3,3,2,2,1,1,0,0
Missouri,MO,2012,8,8,4,4,4,4,0,0
Missouri,MO,2012,603,284,510,223,81,56,12,5
Missouri,MO,2012,13,14,6,6,8,8,0,0
Missouri,MO,2012,139,71,110,45,26,24,3,2
Missouri,MO,2012,3303,1345,2860,1101,337,220,107,24
Missouri,MO,2012,1577,314,1444,271,116,39,17,4
Missouri,MO,2012,24,18,16,10,8,8,0,0
Missouri,MO,2012,39,22,27,14,10,8,2,0
Missouri,MO,2012,6,6,2,2,4,4,0,0
Missouri,MO,2012,13,7,12,6,1,1,0,0
Missouri,MO,2012,89,47,67,27,20,18,2,2
Missouri,MO,2012,6,6,3,3,3,3,0,0
Missouri,MO,2012,4,4,2,2,2,2,0,0
Missouri,MO,2012,29,25,16,13,12,12,0,0
Missouri,MO,2012,18,18,10,10,6,6,2,2
Missouri,MO,2012,14,14,8,8,5,5,1,1
Missouri,MO,2012,129,53,90,34,24,14,16,5
Missouri,MO,2012,26,21,19,14,4,4,3,3
Missouri,MO,2012,46,24,36,16,10,8,0,0
Missouri,MO,2012,19,18,11,10,8,8,0,0
Missouri,MO,2012,28,18,17,10,10,8,0,0
Missouri,MO,2012,10,10,6,6,4,4,0,0
Missouri,MO,2012,25,25,14,14,10,10,1,1
Missouri,MO,2012,2,2,1,1,2,1,0,0
Missouri,MO,2012,20,17,10,8,9,8,1,1
Montana,MT,2012,18,15,15,12,2,2,1,1
Montana,MT,2012,28,26,20,18,6,6,3,2
Montana,MT,2012,3,3,1,1,0,0,2,2
Montana,MT,2012,2,2,2,2,0,0,0,0
Montana,MT,2012,10,10,6,6,2,2,2,2
Montana,MT,2012,2,1,0,0,0,0,1,1
Montana,MT,2012,250,95,198,60,31,22,21,13
Montana,MT,2012,5,5,2,2,3,3,0,0
Montana,MT,2012,31,24,19,13,8,8,4,3
Montana,MT,2012,3,3,1,1,0,0,2,2
Montana,MT,2012,20,11,15,8,1,1,4,2
Montana,MT,2012,19,16,13,10,2,2,4,4
Montana,MT,2012,4,4,2,2,0,0,2,2
Montana,MT,2012,17,13,13,9,3,3,1,1
Montana,MT,2012,273,110,208,70,39,31,26,9
Montana,MT,2012,215,106,164,75,26,18,25,13
Montana,MT,2012,0,0,0,0,0,0,0,0
Montana,MT,2012,30,28,24,22,5,5,1,1
Montana,MT,2012,0,0,0,0,0,0,0,0
Montana,MT,2012,0,0,0,0,0,0,0,0
Montana,MT,2012,35,26,22,14,6,6,7,6
Montana,MT,2012,5,5,3,3,1,1,1,1
Montana,MT,2012,0,0,0,0,0,0,0,0
Montana,MT,2012,38,27,29,20,4,3,5,4
Montana,MT,2012,207,85,158,62,32,16,17,7
Montana,MT,2012,4,4,2,2,1,1,1,1
Montana,MT,2012,34,20,20,10,7,5,7,5
Montana,MT,2012,0,0,0,0,0,0,0,0
Montana,MT,2012,13,13,5,5,2,2,6,6
Montana,MT,2012,3,3,1,1,1,1,1,1
Montana,MT,2012,8,7,3,2,0,0,5,5
Montana,MT,2012,418,141,334,98,43,27,41,16
Montana,MT,2012,2,2,0,0,2,2,0,0
Montana,MT,2012,25,16,16,10,5,3,4,3
Montana,MT,2012,0,0,0,0,0,0,0,0
Montana,MT,2012,4,4,2,2,2,2,0,0
Montana,MT,2012,6,6,4,4,0,0,2,2
Montana,MT,2012,4,4,1,1,2,2,1,1
Montana,MT,2012,9,9,8,8,0,0,1,1
Montana,MT,2012,3,3,0,0,0,0,3,3
Montana,MT,2012,52,33,43,25,5,5,4,3
Montana,MT,2012,18,10,14,7,4,3,0,0
Montana,MT,2012,30,23,16,11,11,9,3,3
Montana,MT,2012,18,18,9,9,3,3,6,6
Montana,MT,2012,20,16,12,8,2,2,6,6
Montana,MT,2012,3,3,1,1,0,0,2,2
Montana,MT,2012,85,48,61,32,11,8,13,8
Montana,MT,2012,5,5,3,3,1,1,1,1
Montana,MT,2012,6,6,2,2,4,4,0,0
Montana,MT,2012,7,5,2,0,3,3,2,2
Montana,MT,2012,8,6,7,5,1,1,0,0
Montana,MT,2012,0,0,0,0,0,0,0,0
Montana,MT,2012,11,8,8,6,1,1,2,1
Montana,MT,2012,3,2,1,0,1,1,1,1
Montana,MT,2012,0,0,0,0,0,0,0,0
Montana,MT,2012,545,173,437,137,41,23,67,13
Nebraska,NE,2012,89,39,67,28,16,8,6,3
Nebraska,NE,2012,11,10,5,5,1,1,4,4
Nebraska,NE,2012,0,0,0,0,0,0,0,0
Nebraska,NE,2012,0,0,0,0,0,0,0,0
Nebraska,NE,2012,0,0,0,0,0,0,0,0
Nebraska,NE,2012,15,9,11,5,0,0,4,4
Nebraska,NE,2012,21,11,16,6,0,0,5,5
Nebraska,NE,2012,2,2,2,2,0,0,0,0
Nebraska,NE,2012,4,4,2,2,2,2,0,0
Nebraska,NE,2012,153,63,110,44,24,12,19,7
Nebraska,NE,2012,6,6,4,4,0,0,2,2
Nebraska,NE,2012,7,7,4,4,1,1,2,2
Nebraska,NE,2012,12,12,8,8,2,2,2,2
Nebraska,NE,2012,5,5,4,4,1,1,0,0
Nebraska,NE,2012,6,6,3,3,1,1,2,2
Nebraska,NE,2012,6,6,3,3,0,0,3,3
Nebraska,NE,2012,48,6,45,4,0,0,3,2
Nebraska,NE,2012,9,8,4,4,2,2,2,2
Nebraska,NE,2012,8,6,5,3,2,2,1,1
Nebraska,NE,2012,13,9,8,5,0,0,4,4
Nebraska,NE,2012,32,15,28,12,1,1,2,2
Nebraska,NE,2012,12,12,9,8,2,2,2,2
Nebraska,NE,2012,9,9,5,5,1,1,3,3
Nebraska,NE,2012,45,26,38,19,2,2,5,5
Nebraska,NE,2012,5,4,2,2,0,0,2,2
Nebraska,NE,2012,6,6,4,4,0,0,2,2
Nebraska,NE,2012,83,39,60,24,9,5,14,10
Nebraska,NE,2012,2300,727,1853,580,226,81,222,66
Nebraska,NE,2012,6,5,2,2,0,0,3,3
Nebraska,NE,2012,9,9,5,5,0,0,4,4
Nebraska,NE,2012,7,6,2,2,3,3,1,1
Nebraska,NE,2012,2,2,1,1,0,0,1,1
Nebraska,NE,2012,8,8,4,4,0,0,4,4
Nebraska,NE,2012,36,23,23,14,6,2,7,7
Nebraska,NE,2012,3,3,1,1,0,0,2,2
Nebraska,NE,2012,3,3,2,2,1,1,0,0
Nebraska,NE,2012,2,1,1,1,0,0,0,0
Nebraska,NE,2012,0,0,0,0,0,0,0,0
Nebraska,NE,2012,3,3,1,1,0,0,2,2
Nebraska,NE,2012,160,76,119,49,24,20,18,7
Nebraska,NE,2012,4,4,4,4,0,0,0,0
Nebraska,NE,2012,8,4,7,3,0,0,1,1
Nebraska,NE,2012,0,0,0,0,0,0,0,0
Nebraska,NE,2012,2,3,2,2,0,0,1,1
Nebraska,NE,2012,48,29,33,15,7,7,8,7
Nebraska,NE,2012,2,2,2,2,0,0,0,0
Nebraska,NE,2012,6,6,4,4,0,0,2,2
Nebraska,NE,2012,7,7,4,4,0,0,3,3
Nebraska,NE,2012,4,4,2,2,1,1,1,1
Nebraska,NE,2012,6,7,4,4,2,2,1,1
Nebraska,NE,2012,12,10,8,6,0,0,4,4
Nebraska,NE,2012,0,0,0,0,0,0,0,0
Nebraska,NE,2012,7,7,4,4,0,0,3,3
Nebraska,NE,2012,14,13,6,4,4,4,5,5
Nebraska,NE,2012,838,343,593,246,119,50,126,47
Nebraska,NE,2012,121,53,92,33,16,12,12,8
Nebraska,NE,2012,0,0,0,0,0,0,0,0
Nebraska,NE,2012,0,0,0,0,0,0,0,0
Nebraska,NE,2012,0,0,0,0,0,0,0,0
Nebraska,NE,2012,125,50,87,25,21,12,17,13
Nebraska,NE,2012,4,4,2,2,0,0,2,2
Nebraska,NE,2012,5,5,3,3,2,2,0,0
Nebraska,NE,2012,4,4,2,2,0,0,2,2
Nebraska,NE,2012,5,5,5,5,0,0,0,0
Nebraska,NE,2012,10,10,3,3,4,4,3,3
Nebraska,NE,2012,27,14,22,9,0,0,5,5
Nebraska,NE,2012,6,5,2,2,1,1,2,2
Nebraska,NE,2012,5,3,4,2,1,1,0,0
Nebraska,NE,2012,15,15,7,7,1,1,7,7
Nebraska,NE,2012,8,6,5,3,1,1,2,2
Nebraska,NE,2012,58,29,43,19,10,7,5,3
Nebraska,NE,2012,7,7,4,4,0,0,3,3
Nebraska,NE,2012,18,15,12,8,1,1,6,6
Nebraska,NE,2012,18,7,15,4,2,2,1,1
Nebraska,NE,2012,0,0,0,0,0,0,0,0
Nebraska,NE,2012,21,11,13,6,2,1,5,4
Nebraska,NE,2012,181,107,138,78,16,9,26,20
Nebraska,NE,2012,14,14,6,6,0,0,8,8
Nebraska,NE,2012,123,65,91,44,12,8,20,13
Nebraska,NE,2012,12,12,10,10,0,0,2,2
Nebraska,NE,2012,6,6,2,2,1,1,3,3
Nebraska,NE,2012,1,0,0,0,0,0,0,0
Nebraska,NE,2012,0,0,0,0,0,0,0,0
Nebraska,NE,2012,2,2,1,1,0,0,1,1
Nebraska,NE,2012,7,8,4,4,1,1,3,3
Nebraska,NE,2012,0,0,0,0,0,0,0,0
Nebraska,NE,2012,17,13,13,9,3,3,1,1
Nebraska,NE,2012,13,13,5,5,3,3,5,5
Nebraska,NE,2012,31,19,23,11,1,1,7,7
Nebraska,NE,2012,3,4,3,3,0,0,1,1
Nebraska,NE,2012,9,9,4,4,3,3,2,2
Nebraska,NE,2012,0,0,0,0,0,0,0,0
Nebraska,NE,2012,22,10,16,6,1,1,5,3
Nevada,NV,2012,201,74,170,55,17,12,14,7
Nevada,NV,2012,46,24,38,19,1,1,6,4
Nevada,NV,2012,3472,1339,2976,1079,229,142,268,118
Nevada,NV,2012,119,42,97,32,8,6,14,4
Nevada,NV,2012,90,53,72,37,9,8,9,8
Nevada,NV,2012,0,0,0,0,0,0,0,0
Nevada,NV,2012,5,5,2,2,2,2,1,1
Nevada,NV,2012,12,8,12,8,0,0,0,0
Nevada,NV,2012,5,5,3,3,1,1,1,1
Nevada,NV,2012,7,7,4,4,2,2,1,1
Nevada,NV,2012,31,22,19,11,7,6,6,5
Nevada,NV,2012,19,8,13,6,1,0,5,2
Nevada,NV,2012,56,40,43,29,2,2,10,9
Nevada,NV,2012,3,3,1,1,1,1,1,1
Nevada,NV,2012,0,0,0,0,0,0,0,0
Nevada,NV,2012,1085,395,867,284,133,78,85,33
Nevada,NV,2012,24,9,23,8,0,0,1,1
New Hampshire,NH,2012,105,47,86,36,14,9,5,2
New Hampshire,NH,2012,90,51,57,26,24,17,9,8
New Hampshire,NH,2012,204,85,163,63,24,17,17,5
New Hampshire,NH,2012,79,45,55,26,14,14,10,5
New Hampshire,NH,2012,548,180,451,131,68,40,29,9
New Hampshire,NH,2012,1228,542,972,430,162,85,94,27
New Hampshire,NH,2012,450,215,335,154,74,48,42,13
New Hampshire,NH,2012,759,373,564,248,105,82,91,43
New Hampshire,NH,2012,344,146,269,108,41,28,34,10
New Hampshire,NH,2012,51,27,41,20,4,4,6,3
New Jersey,NJ,2012,833,298,679,228,113,52,41,18
New Jersey,NJ,2012,2766,994,2546,912,143,65,78,17
New Jersey,NJ,2012,1045,416,904,353,86,51,56,12
New Jersey,NJ,2012,1684,636,1493,539,155,81,37,16
New Jersey,NJ,2012,204,94,172,75,26,16,7,3
New Jersey,NJ,2012,324,134,270,110,36,20,18,4
New Jersey,NJ,2012,2269,782,2079,718,98,39,92,25
New Jersey,NJ,2012,518,257,444,213,53,33,21,11
New Jersey,NJ,2012,943,470,884,437,35,24,24,9
New Jersey,NJ,2012,309,162,252,135,34,18,23,9
New Jersey,NJ,2012,1193,441,1066,391,87,42,39,8
New Jersey,NJ,2012,2077,826,1924,748,84,40,70,38
New Jersey,NJ,2012,1911,759,1714,680,119,59,78,20
